8,3
10018,1
1157,1,2
2700,1,2,3
3366,1,2,4
630,1,2,5
594,1,2,6
208,1,2,7
13,1,2,8
893,1,3
1223,1,3,2
415,1,3,4
1191,1,3,5
516,1,3,6
282,1,3,7
7,1,3,8
554,1,4
1125,1,4,2
385,1,4,3
160,1,4,5
231,1,4,6
134,1,4,7
6,1,4,8
335,1,5
531,1,5,2
525,1,5,3
146,1,5,4
278,1,5,6
109,1,5,7
4,1,5,8
630,1,6
459,1,6,2
589,1,6,3
295,1,6,4
257,1,6,5
206,1,6,7
5,1,6,8
455,1,7
208,1,7,2
263,1,7,3
117,1,7,4
136,1,7,5
204,1,7,6
2,1,7,8
46,1,8
1,1,8,4
2,1,8,5
1,1,8,7
2960,2
923,2,1
1297,2,1,3
782,2,1,4
470,2,1,5
326,2,1,6
128,2,1,7
5,2,1,8
247,2,3
509,2,3,1
162,2,3,4
310,2,3,5
194,2,3,6
63,2,3,7
2,2,3,8
426,2,4
538,2,4,1
260,2,4,3
112,2,4,5
124,2,4,6
40,2,4,7
6,2,4,8
159,2,5
281,2,5,1
216,2,5,3
96,2,5,4
108,2,5,6
29,2,5,7
2,2,5,8
191,2,6
249,2,6,1
184,2,6,3
112,2,6,4
98,2,6,5
77,2,6,7
5,2,6,8
84,2,7
90,2,7,1
60,2,7,3
40,2,7,4
38,2,7,5
56,2,7,6
13,2,8
1,2,8,3
1,2,8,6
3326,3
518,3,1
754,3,1,2
168,3,1,4
560,3,1,5
331,3,1,6
195,3,1,7
8,3,1,8
222,3,2
586,3,2,1
141,3,2,4
313,3,2,5
182,3,2,6
104,3,2,7
3,3,2,8
216,3,4
211,3,4,1
199,3,4,2
132,3,4,5
180,3,4,6
156,3,4,7
3,3,4,8
271,3,5
608,3,5,1
547,3,5,2
213,3,5,4
178,3,5,6
116,3,5,7
2,3,5,8
279,3,6
333,3,6,1
235,3,6,2
157,3,6,4
149,3,6,5
154,3,6,7
7,3,6,8
207,3,7
228,3,7,1
107,3,7,2
151,3,7,4
131,3,7,5
192,3,7,6
