11,3
2062,1
2031,1,2
696,1,2,3
415,1,2,4
115,1,2,5
158,1,2,6
55,1,2,7
433,1,2,8
48,1,2,9
110,1,2,10
22,1,2,11
351,1,3
472,1,3,2
287,1,3,4
72,1,3,5
109,1,3,6
89,1,3,7
2047,1,3,8
46,1,3,9
178,1,3,10
2,1,3,11
194,1,4
154,1,4,2
218,1,4,3
71,1,4,5
54,1,4,6
44,1,4,7
132,1,4,8
29,1,4,9
75,1,4,10
53,1,5
43,1,5,2
54,1,5,3
50,1,5,4
35,1,5,6
9,1,5,7
59,1,5,8
18,1,5,9
19,1,5,10
54,1,6
85,1,6,2
60,1,6,3
45,1,6,4
22,1,6,5
27,1,6,7
77,1,6,8
6,1,6,9
20,1,6,10
3,1,6,11
40,1,7
37,1,7,2
52,1,7,3
30,1,7,4
20,1,7,5
21,1,7,6
62,1,7,8
11,1,7,9
30,1,7,10
3,1,7,11
203,1,8
334,1,8,2
875,1,8,3
201,1,8,4
47,1,8,5
142,1,8,6
106,1,8,7
35,1,8,9
222,1,8,10
6,1,8,11
53,1,9
16,1,9,2
19,1,9,3
10,1,9,4
12,1,9,5
7,1,9,6
12,1,9,7
23,1,9,8
29,1,9,10
3,1,9,11
58,1,10
50,1,10,2
106,1,10,3
72,1,10,4
17,1,10,5
14,1,10,6
17,1,10,7
128,1,10,8
33,1,10,9
9,1,11
2,1,11,2
1,1,11,3
1,1,11,6
1,1,11,8
1117,2
1807,2,1
407,2,1,3
304,2,1,4
82,2,1,5
117,2,1,6
27,2,1,7
313,2,1,8
29,2,1,9
77,2,1,10
10,2,1,11
83,2,3
88,2,3,1
89,2,3,4
39,2,3,5
25,2,3,6
13,2,3,7
52,2,3,8
15,2,3,9
20,2,3,10
1,2,3,11
170,2,4
100,2,4,1
128,2,4,3
68,2,4,5
48,2,4,6
17,2,4,7
46,2,4,8
15,2,4,9
30,2,4,10
39,2,5
32,2,5,1
40,2,5,3
18,2,5,4
15,2,5,6
11,2,5,7
19,2,5,8
3,2,5,9
13,2,5,10
53,2,6
75,2,6,1
34,2,6,3
67,2,6,4
24,2,6,5
27,2,6,7
38,2,6,8
4,2,6,9
15,2,6,10
1,2,6,11
8,2,7
16,2,7,1
10,2,7,3
13,2,7,4
15,2,7,5
7,2,7,6
13,2,7,8
2,2,7,9
52,2,8
122,2,8,1
57,2,8,3
53,2,8,4
25,2,8,5
56,2,8,6
13,2,8,7
2,2,8,9
9,2,8,10
1,2,8,11
7,2,9
5,2,9,1
8,2,9,3
7,2,9,4
5,2,9,5
3,2,9,6
3,2,9,7
3,2,9,8
11,2,9,10
15,2,10
16,2,10,1
14,2,10,3
23,2,10,4
10,2,10,5
4,2,10,6
1,2,10,7
5,2,10,8
24,2,10,9
8,2,11
2231,3
221,3,1
278,3,1,2
181,3,1,4
55,3,1,5
44,3,1,6
35,3,1,7
560,3,1,8
34,3,1,9
139,3,1,10
4,3,1,11
97,3,2
174,3,2,1
113,3,2,4
41,3,2,5
46,3,2,6
23,3,2,7
56,3,2,8
17,3,2,9
28,3,2,10
257,3,4
140,3,4,1
110,3,4,2
820,3,4,5
52,3,4,6
42,3,4,7
124,3,4,8
47,3,4,9
98,3,4,10
9,3,4,11
76,3,5
29,3,5,1
39,3,5,2
487,3,5,4
28,3,5,6
35,3,5,7
56,3,5,8
24,3,5,9
40,3,5,10
38,3,6
41,3,6,1
27,3,6,2
68,3,6,4
26,3,6,5
23,3,6,7
36,3,6,8
12,3,6,9
18,3,6,10
21,3,7
19,3,7,1
7,3,7,2
43,3,7,4
35,3,7,5
13,3,7,6
31,3,7,8
5,3,7,9
19,3,7,10
127,3,8
394,3,8,1
119,3,8,2
150,3,8,4
66,3,8,5
60,3,8,6
44,3,8,7
28,3,8,9
96,3,8,10
2,3,8,11
47,3,9
14,3,9,1
13,3,9,2
35,3,9,4
32,3,9,5
9,3,9,6
8,3,9,7
25,3,9,8
68,3,9,10
96,3,10
85,3,10,1
29,3,10,2
100,3,10,4
61,3,10,5
17,3,10,6
33,3,10,7
51,3,10,8
88,3,10,9
6,3,10,11
16,3,11
1,3,11,1
2,3,11,4
2566,4
131,4,1
126,4,1,2
162,4,1,3
98,4,1,5
51,4,1,6
22,4,1,7
91,4,1,8
15,4,1,9
44,4,1,10
4,4,1,11
159,4,2
118,4,2,1
111,4,2,3
56,4,2,5
55,4,2,6
20,4,2,7
35,4,2,8
14,4,2,9
32,4,2,10
3,4,2,11
250,4,3
119,4,3,1
114,4,3,2
597,4,3,5
78,4,3,6
58,4,3,7
127,4,3,8
67,4,3,9
87,4,3,10
5,4,3,11
101,4,5
46,4,5,1
51,4,5,2
777,4,5,3
45,4,5,6
19,4,5,7
38,4,5,8
26,4,5,9
34,4,5,10
1,4,5,11
66,4,6
36,4,6,1
41,4,6,2
46,4,6,3
50,4,6,5
10,4,6,7
31,4,6,8
18,4,6,9
17,4,6,10
24,4,7
13,4,7,1
