9,3
167,1
1,1,2
93,7,6,2
41,7,6,3
31,7,6,4
56,7,6,5
27,7,6,8
88,7,6,9
14,7,8
2,7,8,1
19,7,8,2
16,7,8,3
19,7,8,4
22,7,8,5
51,7,8,6
23,7,8,9
104,7,9
89,7,9,2
49,7,9,3
12,7,9,4
166,7,9,5
80,7,9,6
14,7,9,8
1570,8
15,8,1
1,8,1,2
2,8,1,4
1,8,1,5
20,8,2
14,8,2,3
9,8,2,4
12,8,2,5
22,8,2,6
27,8,2,7
22,8,2,9
19,8,3
20,8,3,2
18,8,3,4
12,8,3,5
14,8,3,6
9,8,3,7
18,8,3,9
41,8,4
1,8,4,1
17,8,4,2
27,8,4,3
24,8,4,5
21,8,4,6
25,8,4,7
25,8,4,9
26,8,5
20,8,5,2
12,8,5,3
13,8,5,4
23,8,5,6
23,8,5,7
23,8,5,9
113,8,6
1,8,6,1
31,8,6,2
33,8,6,3
30,8,6,4
28,8,6,5
28,8,6,7
31,8,6,9
36,8,7
16,8,7,2
13,8,7,3
22,8,7,4
29,8,7,5
34,8,7,6
28,8,7,9
37,8,9
1,8,9,1
28,8,9,2
22,8,9,3
14,8,9,4
28,8,9,5
27,8,9,6
31,8,9,7
2065,9
17,9,1
1,9,1,2
1,9,1,6
180,9,2
1,9,2,1
324,9,2,3
19,9,2,4
182,9,2,5
138,9,2,6
158,9,2,7
27,9,2,8
96,9,3
1,9,3,1
516,9,3,2
32,9,3,4
25,9,3,5
75,9,3,6
31,9,3,7
18,9,3,8
23,9,4
1,9,4,1
14,9,4,2
29,9,4,3
20,9,4,5
33,9,4,6
15,9,4,7
15,9,4,8
327,9,5
4,9,5,1
318,9,5,2
41,9,5,3
19,9,5,4
85,9,5,6
485,9,5,7
31,9,5,8
230,9,6
2,9,6,1
139,9,6,2
92,9,6,3
37,9,6,4
69,9,6,5
74,9,6,7
29,9,6,8
135,9,7
2,9,7,1
153,9,7,2
35,9,7,3
17,9,7,4
244,9,7,5
92,9,7,6
45,9,7,8
41,9,8
25,9,8,2
24,9,8,3
17,9,8,4
22,9,8,5
23,9,8,6
27,9,8,7
Candidate 1,writein,None
Candidate 2,Mary Merrill Anderson,None
Candidate 3,Nancy Bernard,None
Candidate 4,John Butler,None
Candidate 5,John Erwin,None
Candidate 6,Bob Fine,None
Candidate 7,Tom Nordyke,None
Candidate 8,David Wahstedt,None
Candidate 9,Annie Young,None
Unknown Ward
