6,2,
244,1,
67,1,2,
192,1,2,3,
82,1,2,3,4,5,6,
1,1,2,3,4,6,
17,1,2,3,4,6,5,
1,1,2,3,5,
16,1,2,3,5,4,6,
1,1,2,3,5,6,
8,1,2,3,5,6,4,
2,1,2,3,6,
27,1,2,3,6,4,5,
26,1,2,3,6,5,4,
4,1,2,4,
7,1,2,4,3,5,6,
2,1,2,4,3,6,5,
5,1,2,4,5,3,6,
4,1,2,4,5,6,3,
2,1,2,4,6,
15,1,2,4,6,3,5,
13,1,2,4,6,5,3,
14,1,2,5,
2,1,2,5,3,4,6,
1,1,2,5,3,6,4,
2,1,2,5,4,3,6,
2,1,2,5,4,6,3,
1,1,2,5,6,3,
6,1,2,5,6,3,4,
10,1,2,5,6,4,3,
14,1,2,6,
1,1,2,6,3,
15,1,2,6,3,4,5,
6,1,2,6,3,5,4,
1,1,2,6,4,
17,1,2,6,4,3,5,
8,1,2,6,4,5,3,
12,1,2,6,5,3,4,
6,1,2,6,5,4,3,
13,1,3,
5,1,3,2,
2,1,3,2,4,5,6,
5,1,3,2,4,6,5,
1,1,3,2,5,4,6,
3,1,3,2,5,6,4,
3,1,3,2,6,4,5,
1,1,3,4,2,5,6,
1,1,3,4,5,2,6,
2,1,3,4,5,6,2,
1,1,3,4,6,2,5,
1,1,3,4,6,5,2,
1,1,3,5,
2,1,3,5,2,4,6,
1,1,3,5,4,2,6,
1,1,3,5,4,6,2,
2,1,3,6,2,4,5,
1,1,3,6,2,5,4,
1,1,3,6,4,5,2,
2,1,3,6,5,4,2,
18,1,4,
3,1,4,2,
5,1,4,2,3,5,6,
3,1,4,2,3,6,5,
4,1,4,2,5,3,6,
1,1,4,2,5,6,3,
4,1,4,2,6,3,5,
7,1,4,2,6,5,3,
3,1,4,3,
3,1,4,3,2,5,6,
1,1,4,3,2,6,5,
1,1,4,3,5,6,2,
1,1,4,3,6,5,2,
2,1,4,5,
1,1,4,5,2,3,6,
1,1,4,5,2,6,3,
3,1,4,5,3,6,2,
4,1,4,5,6,2,3,
2,1,4,5,6,3,2,
2,1,4,6,
1,1,4,6,2,
6,1,4,6,2,3,5,
1,1,4,6,2,5,3,
4,1,4,6,3,2,5,
4,1,4,6,3,5,2,
4,1,4,6,5,2,3,
6,1,4,6,5,3,2,
13,1,5,
6,1,5,2,
1,1,5,2,3,4,
7,1,5,2,3,4,6,
2,1,5,2,3,6,4,
2,1,5,2,4,6,3,
3,1,5,2,6,3,4,
1,1,5,2,6,4,
2,1,5,2,6,4,3,
2,1,5,3,
1,1,5,3,2,4,6,
1,1,5,3,2,6,4,
1,1,5,3,4,6,2,
1,1,5,4,2,3,6,
3,1,5,4,2,6,3,
1,1,5,4,3,6,2,
3,1,5,6,
1,1,5,6,2,3,
1,1,5,6,2,3,4,
3,1,5,6,2,4,3,
2,1,5,6,3,2,4,
2,1,5,6,3,4,2,
5,1,5,6,4,2,3,
6,1,5,6,4,3,2,
42,1,6,
15,1,6,2,
1,1,6,2,3,
25,1,6,2,3,4,5,
8,1,6,2,3,5,4,
2,1,6,2,4,
10,1,6,2,4,3,5,
8,1,6,2,4,5,3,
5,1,6,2,5,3,4,
8,1,6,2,5,4,3,
4,1,6,3,
3,1,6,3,2,4,5,
2,1,6,3,2,5,4,
2,1,6,3,4,2,5,
1,1,6,3,4,5,2,
1,1,6,3,5,2,4,
3,1,6,3,5,4,2,
5,1,6,4,
14,1,6,4,2,3,5,
1,1,6,4,2,5,3,
1,1,6,4,3,2,5,
3,1,6,4,3,5,2,
2,1,6,4,5,2,3,
3,1,6,4,5,3,2,
3,1,6,5,
8,1,6,5,2,3,4,
1,1,6,5,2,4,3,
1,1,6,5,3,2,4,
5,1,6,5,4,2,3,
6,1,6,5,4,3,2,
149,2,
37,2,1,
57,2,1,3,
1,2,1,3,4,5,
17,2,1,3,4,5,6,
1,2,1,3,4,6,
11,2,1,3,4,6,5,
1,2,1,3,5,4,
3,2,1,3,5,4,6,
3,2,1,3,5,6,4,
2,2,1,3,6,
7,2,1,3,6,4,5,
5,2,1,3,6,5,4,
2,2,1,4,
2,2,1,4,3,5,6,
2,2,1,4,3,6,5,
1,2,1,4,5,3,
2,2,1,4,5,3,6,
2,2,1,4,5,6,3,
1,2,1,4,6,
1,2,1,4,6,3,
4,2,1,4,6,3,5,
4,2,1,4,6,5,3,
1,2,1,5,
1,2,1,5,3,4,6,
2,2,1,5,3,6,4,
7,2,1,5,4,3,6,
3,2,1,5,4,6,3,
1,2,1,5,6,3,4,
1,2,1,5,6,4,3,
6,2,1,6,
2,2,1,6,3,
7,2,1,6,3,4,5,
5,2,1,6,3,5,4,
3,2,1,6,4,3,5,
3,2,1,6,4,5,3,
3,2,1,6,5,3,4,
8,2,1,6,5,4,3,
5,2,3,
5,2,3,1,
4,2,3,1,4,5,6,
1,2,3,1,4,6,5,
2,2,3,1,5,6,4,
4,2,3,1,6,4,5,
1,2,3,1,6,5,4,
1,2,3,4,1,
3,2,3,4,1,5,6,
1,2,3,4,1,6,5,
2,2,3,4,5,1,6,
2,2,3,4,5,6,1,
1,2,3,4,6,1,5,
3,2,3,5,6,4,1,
2,2,3,6,
2,2,3,6,1,5,4,
1,2,3,6,4,1,5,
3,2,3,6,4,5,1,
3,2,3,6,5,4,1,
8,2,4,
2,2,4,1,
1,2,4,1,3,5,6,
1,2,4,1,3,6,5,
1,2,4,1,5,3,6,
1,2,4,1,5,6,3,
1,2,4,1,6,3,
7,2,4,1,6,3,5,
1,2,4,1,6,5,3,
2,2,4,3,
1,2,4,3,1,6,5,
1,2,4,3,5,6,1,
2,2,4,5,
1,2,4,5,1,3,6,
3,2,4,5,6,1,3,
3,2,4,5,6,3,1,
2,2,4,6,
4,2,4,6,1,3,5,
3,2,4,6,1,5,3,
2,2,4,6,3,5,1,
2,2,4,6,5,1,3,
3,2,4,6,5,3,1,
6,2,5,
1,2,5,1,
1,2,5,1,3,4,6,
1,2,5,1,6,3,4,
1,2,5,1,6,4,3,
4,2,5,3,4,6,1,
1,2,5,3,6,1,4,
1,2,5,4,1,6,3,
1,2,5,4,3,6,1,
2,2,5,4,6,3,1,
2,2,5,6,
1,2,5,6,1,3,
2,2,5,6,1,4,3,
1,2,5,6,3,1,4,
1,2,5,6,3,4,1,
2,2,5,6,4,1,3,
3,2,5,6,4,3,1,
12,2,6,
5,2,6,1,
2,2,6,1,3,
1,2,6,1,3,4,
10,2,6,1,3,4,5,
5,2,6,1,4,3,5,
5,2,6,1,4,5,3,
1,2,6,1,5,4,3,
3,2,6,3,4,5,1,
3,2,6,3,5,4,1,
2,2,6,4,
6,2,6,4,1,3,5,
3,2,6,4,1,5,3,
1,2,6,4,3,1,5,
3,2,6,4,3,5,1,
3,2,6,4,5,1,3,
6,2,6,4,5,3,1,
2,2,6,5,
3,2,6,5,1,3,4,
3,2,6,5,1,4,3,
1,2,6,5,3,4,
2,2,6,5,3,4,1,
9,2,6,5,4,3,1,
42,3,
9,3,1,
5,3,1,2,
5,3,1,2,4,5,6,
2,3,1,2,4,6,5,
1,3,1,2,5,4,6,
5,3,1,2,6,4,5,
1,3,1,2,6,5,4,
1,3,1,4,
2,3,1,4,2,6,5,
1,3,1,5,2,4,6,
1,3,1,6,
2,3,1,6,2,5,4,
1,3,1,6,4,2,5,
4,3,2,
5,3,2,1,
2,3,2,1,4,5,6,
1,3,2,1,4,6,5,
1,3,2,1,5,4,6,
2,3,2,1,5,6,4,
1,3,2,1,6,4,5,
1,3,2,4,
1,3,2,4,5,1,6,
1,3,2,4,5,6,1,
1,3,2,5,4,6,1,
2,3,2,5,6,4,1,
2,3,2,6,
1,3,2,6,1,4,5,
1,3,2,6,4,5,1,
1,3,2,6,5,1,4,
2,3,2,6,5,4,1,
2,3,4,
1,3,4,1,
2,3,4,1,2,5,6,
4,3,4,1,2,6,5,
2,3,4,1,5,6,2,
1,3,4,2,1,5,6,
1,3,4,2,5,6,1,
