32,9,
1,1,2,3,
1596,1,2,3,4,5,
1,1,2,3,4,5,6,
44,1,2,3,4,5,6,7,8,9,10,
1,1,2,3,4,5,6,7,8,9,10,11,12,13,
616,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
4,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,
5,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,
54,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,
2,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,27,28,29,30,31,
26,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,27,28,29,30,31,21,22,23,24,25,26,
1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,27,28,29,30,31,32,21,22,23,24,25,26,
2,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,21,22,23,24,25,26,
7,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,21,22,23,24,25,26,16,17,18,19,20,27,28,29,30,31,
4,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,21,22,23,24,25,26,27,28,29,30,31,16,17,18,19,20,
1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,27,28,29,30,31,16,17,18,19,20,
9,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,27,28,29,30,31,16,17,18,19,20,21,22,23,24,25,26,
3,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,27,28,29,30,31,21,22,23,24,25,26,16,17,18,19,20,
1,1,2,3,4,5,6,7,8,9,10,11,12,13,15,14,
1,1,2,3,4,5,6,7,8,9,10,11,17,
8,1,2,3,4,5,6,7,8,9,10,16,17,18,19,20,
1,1,2,3,4,5,6,7,8,9,10,16,17,18,19,20,11,12,13,14,15,
1,1,2,3,4,5,6,7,8,9,10,16,17,18,19,20,11,12,13,14,15,21,22,23,24,25,26,
3,1,2,3,4,5,6,7,8,9,10,16,17,18,19,20,11,12,13,14,15,21,22,23,24,25,26,27,28,29,30,31,
9,1,2,3,4,5,6,7,8,9,10,16,17,18,19,20,11,12,13,14,15,27,28,29,30,31,21,22,23,24,25,26,
