9,3,
48,1,2,
1661,1,2,3,
1,1,2,3,4,
116,1,2,3,4,5,6,
213,1,2,3,4,5,6,7,8,9,
1,1,2,3,4,6,5,8,7,9,
1,1,2,3,6,5,4,9,8,7,
304,1,2,3,7,8,9,
349,1,2,3,7,8,9,4,5,6,
1,1,2,3,7,8,9,5,6,4,
1,1,2,3,7,8,9,6,4,5,
1,1,2,3,7,8,9,6,5,4,
1,1,2,3,9,8,7,6,5,4,
1,1,2,4,
1,1,2,4,5,3,6,
1,1,2,4,5,7,8,9,6,3,
1,1,2,5,
4,1,2,7,
1,1,2,7,3,8,9,6,5,4,
1,1,2,7,8,9,3,4,5,6,
1,1,2,8,
23,1,3,
33,1,3,2,
1,1,3,2,8,7,9,6,4,5,
1,1,3,2,9,8,7,6,5,4,
2,1,3,4,
1,1,3,7,2,8,9,6,5,4,
1,1,3,7,8,4,
1,1,3,8,
3,1,3,8,6,
8,1,4,
1,1,4,2,
1,1,4,2,3,5,6,7,8,9,
1,1,4,3,
1,1,4,5,
8,1,4,7,
1,1,4,7,2,3,8,9,5,6,
1,1,4,7,2,5,8,3,6,9,
1,1,4,7,8,5,2,
2,1,4,8,
1,1,4,9,
1,1,5,
1,1,5,7,
3,1,5,9,
1,1,6,
2,1,6,7,
21,1,7,
1,1,7,2,
1,1,7,2,3,4,8,6,5,9,
1,1,7,2,5,9,6,3,4,8,
2,1,7,3,
1,1,7,4,
4,1,7,8,
1,1,7,8,9,
2,1,7,9,
2,1,8,
2,1,8,3,
1,1,8,4,
1,1,9,
14,2,1,
36,2,1,3,
1,2,1,3,7,8,9,4,5,6,
1,2,1,3,7,8,9,5,4,6,
1,2,1,3,7,9,8,4,6,5,
1,2,1,3,9,7,8,4,5,6,
15,2,3,
16,2,3,1,
1,2,3,1,6,
1,2,3,1,7,8,9,4,5,6,
1,2,3,1,7,8,9,6,5,4,
2,2,3,1,8,
1,2,3,4,
1,2,3,7,8,9,
1,2,3,7,8,9,4,5,6,1,
3,2,4,
2,2,4,3,
1,2,4,6,
3,2,4,7,
1,2,4,7,9,1,3,5,8,6,
1,2,4,7,9,5,1,3,6,8,
2,2,4,9,
1,2,5,8,
2,2,6,
1,2,7,
1,2,7,3,
1,2,7,3,9,4,1,8,5,6,
2,2,7,4,
1,2,7,6,
1,2,7,9,
1,2,8,
