4,1,
3415,1,
190,1,2,
5,1,2,3,
304,1,2,3,4,
13,1,2,4,
333,1,2,4,3,
124,1,3,
7,1,3,2,
182,1,3,2,4,
2,1,3,4,
95,1,3,4,2,
100,1,4,
9,1,4,2,
269,1,4,2,3,
4,1,4,3,
90,1,4,3,2,
2426,2,
135,2,1,
4,2,1,3,
233,2,1,3,4,
4,2,1,4,
204,2,1,4,3,
112,2,3,
2,2,3,1,
185,2,3,1,4,
178,2,3,4,1,
106,2,4,
8,2,4,1,
121,2,4,1,3,
2,2,4,3,
91,2,4,3,1,
2072,3,
131,3,1,
6,3,1,2,
153,3,1,2,4,
2,3,1,4,
91,3,1,4,2,
110,3,2,
7,3,2,1,
193,3,2,1,4,
7,3,2,4,
129,3,2,4,1,
28,3,4,
2,3,4,1,
53,3,4,1,2,
2,3,4,2,
99,3,4,2,1,
1054,4,
68,4,1,
3,4,1,2,
122,4,1,2,3,
1,4,1,3,
46,4,1,3,2,
55,4,2,
5,4,2,1,
124,4,2,1,3,
4,4,2,3,
95,4,2,3,1,
24,4,3,
36,4,3,1,2,
2,4,3,2,
78,4,3,2,1,
Candidate 1,MOORE Sue,None,
Candidate 2,THOMPSON Danny,None,
Candidate 3,JARRETT Tony,None,
Candidate 4,CHARLTON Belinda,None,
NSW Local Government 2021 Singleton Mayoral,
