4,3,
7,1,2,
6,1,2,3,
24,1,2,3,4,
1,1,2,4,
8,1,2,4,3,
31,1,3,
39,1,3,2,
73,1,3,2,4,
6,1,3,4,
32,1,3,4,2,
7,1,4,
2,1,4,2,
10,1,4,2,3,
7,1,4,3,2,
8,2,1,
3,2,1,3,
41,2,1,3,4,
3,2,1,4,
12,2,1,4,3,
15,2,3,
62,2,3,1,
48,2,3,1,4,
9,2,3,4,
20,2,3,4,1,
16,2,4,
4,2,4,1,
11,2,4,1,3,
4,2,4,3,
18,2,4,3,1,
1,3,
97,3,1,
141,3,1,2,
252,3,1,2,4,
11,3,1,4,
98,3,1,4,2,
33,3,2,
21,3,2,1,
75,3,2,1,4,
6,3,2,4,
43,3,2,4,1,
10,3,4,
10,3,4,1,
25,3,4,1,2,
13,3,4,2,
32,3,4,2,1,
8,4,1,
2,4,1,2,
13,4,1,2,3,
7,4,1,3,
9,4,1,3,2,
22,4,2,
10,4,2,1,
26,4,2,1,3,
36,4,2,3,
28,4,2,3,1,
22,4,3,
15,4,3,1,
30,4,3,1,2,
144,4,3,2,
54,4,3,2,1,
Candidate 1,O'NEILL Jenny,UG,
Candidate 2,JACOB Darryl,UG,
Candidate 3,OSBORNE Denise,UG,
Candidate 4,SCHOFF Karen,UG,
NSW Local Government 2012 Greater Hume Shire Council - South Ward,
