4,2,
611,1,
4900,1,2,
696,1,2,3,4,
17,1,2,4,3,
29,1,3,
8,1,3,2,4,
1,1,3,4,
8,1,3,4,2,
17,1,4,
5,1,4,2,3,
7,1,4,3,2,
154,2,
112,2,1,
14,2,1,3,4,
3,2,1,4,3,
8,2,3,
2,2,3,1,4,
2,2,3,4,1,
9,2,4,
1,2,4,1,3,
2,2,4,3,1,
318,3,
14,3,1,
3,3,1,2,4,
2,3,1,4,2,
19,3,2,
2,3,2,1,4,
4,3,2,4,1,
3636,3,4,
439,3,4,1,2,
10,3,4,2,1,
176,4,
7,4,1,
1,4,1,2,3,
3,4,1,3,2,
2,4,2,
1,4,2,1,
71,4,3,
6,4,3,1,2,
7,4,3,2,1,
Candidate 1,DAVEY John,A,
Candidate 2,MURRAY John,A,
Candidate 3,HAMILTON Moira,LABOR,
Candidate 4,MITREVSKI Sandra,LABOR,
NSW Local Government 2024 City of Shellharbour - Ward B,
