4,2,
431,1,
58,1,2,
3,1,2,3,
67,1,2,3,4,
10,1,2,4,
56,1,2,4,3,
20,1,3,
1,1,3,2,
16,1,3,2,4,
5,1,3,4,
30,1,3,4,2,
48,1,4,
11,1,4,2,
29,1,4,2,3,
43,1,4,3,2,
155,2,
22,2,1,
18,2,1,3,4,
5,2,1,4,
11,2,1,4,3,
4,2,3,
6,2,3,1,4,
1,2,3,4,
22,2,3,4,1,
16,2,4,
3,2,4,1,
11,2,4,1,3,
17,2,4,3,1,
119,3,
8,3,1,
10,3,1,2,4,
1,3,1,4,
13,3,1,4,2,
7,3,2,
1,3,2,1,
10,3,2,1,4,
1,3,2,4,
4,3,2,4,1,
21,3,4,
1,3,4,1,
31,3,4,1,2,
4,3,4,2,
33,3,4,2,1,
330,4,
41,4,1,
12,4,1,2,
26,4,1,2,3,
16,4,1,3,2,
43,4,2,
7,4,2,1,
19,4,2,1,3,
15,4,2,3,1,
37,4,3,
17,4,3,1,2,
41,4,3,2,1,
Candidate 1,DOWLING Michael,None,
Candidate 2,FARROW Stephen (Sparrow),None,
Candidate 3,CONNORS John,None,
Candidate 4,TOBIN Michael,None,
NSW Local Government 2021 Dungog - A Ward,
