4,2,
223,1,
4772,1,2,
1,1,2,3,
944,1,2,3,4,
12,1,2,4,3,
59,1,3,
42,1,3,2,4,
7,1,3,4,2,
14,1,4,
6,1,4,2,3,
11,1,4,3,2,
232,2,
216,2,1,
66,2,1,3,4,
40,2,1,4,3,
33,2,3,
1,2,3,1,
34,2,3,1,4,
18,2,3,4,1,
39,2,4,
23,2,4,1,3,
16,2,4,3,1,
315,3,
35,3,1,
1,3,1,2,
42,3,1,2,4,
24,3,1,4,2,
57,3,2,
1,3,2,1,
33,3,2,1,4,
19,3,2,4,1,
3903,3,4,
1,3,4,1,
550,3,4,1,2,
47,3,4,2,1,
86,4,
11,4,1,
3,4,1,2,3,
5,4,1,3,2,
17,4,2,
13,4,2,1,3,
17,4,2,3,1,
96,4,3,
1,4,3,1,
11,4,3,1,2,
22,4,3,2,1,
Candidate 1,PETTETT Jeff,A,
Candidate 2,WARD Catherine,A,
Candidate 3,CLARKE Callum,B,
Candidate 4,GUPTE Jayamala,B,
NSW Local Government 2017 Ku-ring-gai - Comenarra Ward,
