4,3,
1,1,
21,1,2,
8,1,2,3,
39,1,2,3,4,
1,1,2,4,
18,1,2,4,3,
29,1,3,
4,1,3,2,
26,1,3,2,4,
5,1,3,4,
10,1,3,4,2,
16,1,4,
1,1,4,2,
13,1,4,2,3,
4,1,4,3,
19,1,4,3,2,
4,2,1,3,4,
1,2,1,4,3,
6,2,3,
4,2,3,1,4,
2,2,4,
2,2,4,1,3,
1,2,4,3,1,
16,3,1,
8,3,1,2,4,
3,3,1,4,
12,3,1,4,2,
7,3,2,
7,3,2,1,4,
2,3,2,4,1,
15,3,4,
2,3,4,1,
9,3,4,1,2,
8,3,4,2,1,
3,4,1,
2,4,1,2,3,
2,4,1,3,
7,4,1,3,2,
2,4,2,
1,4,2,1,3,
3,4,2,3,1,
8,4,3,
1,4,3,1,
14,4,3,1,2,
2,4,3,2,
9,4,3,2,1,
Candidate 1,WILLIAMSON Brett,None,
Candidate 2,BRENNAN Nick,None,
Candidate 3,IRVING Karlene,None,
Candidate 4,BREWER Andrew,None,
NSW Local Government 2016 Warren Shire Council - D Ward,
