4,1,
2085,1,
252,1,2,
6,1,2,3,
351,1,2,3,4,
10,1,2,4,
503,1,2,4,3,
44,1,3,
3,1,3,2,
111,1,3,2,4,
2,1,3,4,
76,1,3,4,2,
106,1,4,
4,1,4,2,
306,1,4,2,3,
147,1,4,3,2,
11018,2,
265,2,1,
4,2,1,3,
459,2,1,3,4,
14,2,1,4,
802,2,1,4,3,
175,2,3,
11,2,3,1,
304,2,3,1,4,
11,2,3,4,
647,2,3,4,1,
312,2,4,
9,2,4,1,
823,2,4,1,3,
6,2,4,3,
769,2,4,3,1,
4675,3,
49,3,1,
1,3,1,2,
112,3,1,2,4,
1,3,1,4,
99,3,1,4,2,
118,3,2,
4,3,2,1,
197,3,2,1,4,
9,3,2,4,
338,3,2,4,1,
197,3,4,
3,3,4,1,
370,3,4,1,2,
3,3,4,2,
740,3,4,2,1,
6603,4,
116,4,1,
4,4,1,2,
443,4,1,2,3,
1,4,1,3,
272,4,1,3,2,
219,4,2,
7,4,2,1,
392,4,2,1,3,
8,4,2,3,
617,4,2,3,1,
155,4,3,
253,4,3,1,2,
13,4,3,2,
843,4,3,2,1,
Candidate 1,MURRAY Janet,None,
Candidate 2,SUVAAL Jay,None,
Candidate 3,MOORES John,None,
Candidate 4,OLSEN Ian,None,
NSW Local Government 2021 City of Cessnock Mayoral,
