4,3,
9,1,2,
3,1,2,3,
13,1,2,3,4,
1,1,2,4,
4,1,2,4,3,
25,1,3,
5,1,3,2,
12,1,3,2,4,
1,1,3,4,
2,1,3,4,2,
6,1,4,
2,1,4,2,
1,1,4,2,3,
1,1,4,3,2,
18,2,1,
8,2,1,3,
18,2,1,3,4,
3,2,1,4,
9,2,1,4,3,
69,2,3,
8,2,3,1,
28,2,3,1,4,
14,2,3,4,
37,2,3,4,1,
112,2,4,
8,2,4,1,
40,2,4,1,3,
25,2,4,3,
49,2,4,3,1,
171,3,1,
34,3,1,2,
91,3,1,2,4,
12,3,1,4,
34,3,1,4,2,
139,3,2,
26,3,2,1,
59,3,2,1,4,
17,3,2,4,
54,3,2,4,1,
93,3,4,
5,3,4,1,
34,3,4,1,2,
9,3,4,2,
35,3,4,2,1,
9,4,1,
7,4,1,2,3,
11,4,1,3,2,
141,4,2,
6,4,2,1,
23,4,2,1,3,
13,4,2,3,
37,4,2,3,1,
38,4,3,
4,4,3,1,
8,4,3,1,2,
7,4,3,2,
18,4,3,2,1,
Candidate 1,DEJOUX Simon,None,
Candidate 2,COOPER Tom,None,
Candidate 3,MULHOLLAND Danielle,None,
Candidate 4,MURRAY James,None,
NSW Local Government 2021 Kyogle - C Ward,
