4,2,
60,1,
14,1,2,
1,1,2,3,
19,1,2,3,4,
20,1,2,4,3,
3,1,3,
17,1,3,2,4,
19,1,3,4,2,
6,1,4,
7,1,4,2,3,
8,1,4,3,2,
29,2,
10,2,1,
12,2,1,3,4,
9,2,1,4,3,
4,2,3,
12,2,3,1,4,
8,2,3,4,1,
2,2,4,
2,2,4,1,3,
2,2,4,3,1,
86,3,
13,3,1,
23,3,1,2,4,
13,3,1,4,2,
18,3,2,
22,3,2,1,4,
10,3,2,4,1,
29,3,4,
17,3,4,1,2,
28,3,4,2,1,
23,4,
8,4,1,
7,4,1,2,3,
1,4,1,3,
3,4,1,3,2,
4,4,2,1,3,
5,4,2,3,1,
71,4,3,
19,4,3,1,2,
2,4,3,2,
28,4,3,2,1,
Candidate 1,VERRI Gary,UG,
Candidate 2,I'ONS Jane,UG,
Candidate 3,PETTY Peter,UG,
Candidate 4,HORNEMAN Alan,UG,
NSW Local Government 2012 Tenterfield Shire Council - A Ward,
