4,3,
2,1,2,
2,1,2,3,
7,1,2,3,4,
4,1,2,4,
10,1,2,4,3,
3,1,3,
1,1,3,2,
1,1,3,2,4,
7,1,3,4,
8,1,3,4,2,
9,1,4,
4,1,4,2,
8,1,4,2,3,
3,1,4,3,
5,1,4,3,2,
6,2,1,
7,2,1,3,4,
4,2,1,4,
6,2,1,4,3,
10,2,3,
8,2,3,1,
8,2,3,1,4,
7,2,3,4,
8,2,3,4,1,
19,2,4,
12,2,4,1,
22,2,4,1,3,
5,2,4,3,
16,2,4,3,1,
1,3,
7,3,1,
1,3,1,2,
8,3,1,2,4,
10,3,1,4,
8,3,1,4,2,
8,3,2,
12,3,2,1,
7,3,2,1,4,
8,3,2,4,
7,3,2,4,1,
20,3,4,
11,3,4,1,
9,3,4,1,2,
16,3,4,2,
22,3,4,2,1,
23,4,1,
6,4,1,2,
21,4,1,2,3,
4,4,1,3,
18,4,1,3,2,
58,4,2,
11,4,2,1,
44,4,2,1,3,
11,4,2,3,
28,4,2,3,1,
33,4,3,
11,4,3,1,
26,4,3,1,2,
12,4,3,2,
25,4,3,2,1,
Candidate 1,BROWN Patrick,None,
Candidate 2,CHIRGWIN Christine,None,
Candidate 3,BLACK Robert,None,
Candidate 4,STRACHAN Timothy,None,
NSW Local Government 2021 Murrumbidgee - Murrumbidgee East Ward,
