4,1,
2899,1,
73,1,2,
7,1,2,3,
280,1,2,3,4,
3,1,2,4,
164,1,2,4,3,
38,1,3,
3,1,3,2,
77,1,3,2,4,
4,1,3,4,
40,1,3,4,2,
142,1,4,
2,1,4,2,
212,1,4,2,3,
1,1,4,3,
96,1,4,3,2,
686,2,
18,2,1,
5,2,1,3,
63,2,1,3,4,
4,2,1,4,
46,2,1,4,3,
32,2,3,
1,2,3,1,
72,2,3,1,4,
1,2,3,4,
81,2,3,4,1,
35,2,4,
55,2,4,1,3,
1,2,4,3,
42,2,4,3,1,
1016,3,
17,3,1,
3,3,1,2,
76,3,1,2,4,
2,3,1,4,
25,3,1,4,2,
42,3,2,
2,3,2,1,
114,3,2,1,4,
13,3,2,4,
153,3,2,4,1,
179,3,4,
6,3,4,1,
100,3,4,1,2,
13,3,4,2,
395,3,4,2,1,
7894,4,
246,4,1,
13,4,1,2,
450,4,1,2,3,
8,4,1,3,
171,4,1,3,2,
111,4,2,
2,4,2,1,
160,4,2,1,3,
8,4,2,3,
227,4,2,3,1,
287,4,3,
5,4,3,1,
174,4,3,1,2,
15,4,3,2,
687,4,3,2,1,
Candidate 1,HULL David,None,
Candidate 2,MURRAY Alan,None,
Candidate 3,CUTCHER Ned,None,
Candidate 4,FAKER John,None,
NSW Local Government 2021 Burwood Mayoral,
