4,2,
22,1,
5,1,2,
7,1,2,3,4,
8,1,2,4,3,
8,1,3,
8,1,3,2,4,
6,1,3,4,2,
8,1,4,
17,1,4,2,3,
20,1,4,3,2,
50,2,
9,2,1,
12,2,1,3,4,
6,2,1,4,3,
60,2,3,
38,2,3,1,4,
27,2,3,4,1,
4,2,4,
5,2,4,1,3,
3,2,4,3,1,
25,3,
5,3,1,
11,3,1,2,4,
8,3,1,4,2,
25,3,2,
18,3,2,1,4,
1,3,2,4,
17,3,2,4,1,
3,3,4,
1,3,4,1,
2,3,4,1,2,
5,3,4,2,1,
3,4,
2,4,1,
7,4,1,2,3,
9,4,1,3,2,
2,4,2,
1,4,2,1,3,
4,4,2,3,1,
1,4,3,
1,4,3,1,2,
1,4,3,2,1,
Candidate 1,BETTERRIDGE Daniel,UG,
Candidate 2,ARCHDALE Janelle,UG,
Candidate 3,SCHMUTTER Scott,UG,
Candidate 4,CLARE Debra,UG,
NSW Local Government 2012 Walcha Council - A Ward,
