4,3,
11,1,2,
4,1,2,3,
10,1,2,3,4,
3,1,2,4,
3,1,2,4,3,
8,1,3,
1,1,3,2,
3,1,3,2,4,
4,1,3,4,
7,1,3,4,2,
18,1,4,
2,1,4,2,
1,1,4,2,3,
3,1,4,3,
5,1,4,3,2,
9,2,1,
1,2,1,3,
5,2,1,3,4,
5,2,1,4,3,
17,2,3,
5,2,3,1,
5,2,3,1,4,
11,2,3,4,
20,2,3,4,1,
24,2,4,
4,2,4,1,3,
10,2,4,3,
21,2,4,3,1,
9,3,1,
3,3,1,2,
9,3,1,2,4,
3,3,1,4,
5,3,1,4,2,
15,3,2,
6,3,2,1,
11,3,2,1,4,
21,3,2,4,
20,3,2,4,1,
30,3,4,
2,3,4,1,
13,3,4,1,2,
8,3,4,2,
18,3,4,2,1,
8,4,1,
1,4,1,2,
4,4,1,2,3,
5,4,1,3,
4,4,1,3,2,
13,4,2,
3,4,2,1,
11,4,2,1,3,
14,4,2,3,
31,4,2,3,1,
29,4,3,
3,4,3,1,
20,4,3,1,2,
14,4,3,2,
37,4,3,2,1,
Candidate 1,BROWN Patrick,None,
Candidate 2,SAXVIK Judith,None,
Candidate 3,HEATH Hayley,None,
Candidate 4,CURPHEY Robert,None,
NSW Local Government 2024 Murrumbidgee - Murrumbidgee Ward,
