4,1,
2148,1,
81,1,2,
5,1,2,3,
262,1,2,3,4,
2,1,2,4,
124,1,2,4,3,
56,1,3,
6,1,3,2,
153,1,3,2,4,
2,1,3,4,
99,1,3,4,2,
163,1,4,
3,1,4,2,
145,1,4,2,3,
4,1,4,3,
228,1,4,3,2,
3903,2,
132,2,1,
8,2,1,3,
310,2,1,3,4,
4,2,1,4,
160,2,1,4,3,
420,2,3,
20,2,3,1,
604,2,3,1,4,
11,2,3,4,
466,2,3,4,1,
109,2,4,
4,2,4,1,
181,2,4,1,3,
7,2,4,3,
183,2,4,3,1,
3477,3,
85,3,1,
5,3,1,2,
229,3,1,2,4,
2,3,1,4,
143,3,1,4,2,
330,3,2,
18,3,2,1,
459,3,2,1,4,
11,3,2,4,
384,3,2,4,1,
110,3,4,
3,3,4,1,
215,3,4,1,2,
8,3,4,2,
187,3,4,2,1,
1676,4,
177,4,1,
1,4,1,2,
148,4,1,2,3,
2,4,1,3,
201,4,1,3,2,
90,4,2,
3,4,2,1,
63,4,2,1,3,
5,4,2,3,
128,4,2,3,1,
316,4,3,
6,4,3,1,
153,4,3,1,2,
3,4,3,2,
156,4,3,2,1,
Candidate 1,WARTH David,None,
Candidate 2,NDIAYE Sarah,None,
Candidate 3,PUGH Asren,None,
Candidate 4,LYON Michael,None,
NSW Local Government 2024 Byron Mayoral,
