4,2,
18,1,
8,1,2,
27,1,2,3,4,
7,1,2,4,3,
11,1,3,
37,1,3,2,4,
2,1,3,4,
26,1,3,4,2,
3,1,4,
5,1,4,2,3,
12,1,4,3,2,
23,2,
12,2,1,
16,2,1,3,4,
8,2,1,4,3,
7,2,3,
8,2,3,1,4,
9,2,3,4,1,
11,2,4,
12,2,4,1,3,
13,2,4,3,1,
12,3,
12,3,1,
27,3,1,2,4,
22,3,1,4,2,
4,3,2,
1,3,2,1,
20,3,2,1,4,
13,3,2,4,1,
5,3,4,
12,3,4,1,2,
14,3,4,2,1,
13,4,
2,4,1,
6,4,1,2,3,
10,4,1,3,2,
4,4,2,
10,4,2,1,3,
1,4,2,3,
8,4,2,3,1,
8,4,3,
14,4,3,1,2,
11,4,3,2,1,
Candidate 1,FERRIER Kevin,None,
Candidate 2,GARRAD Donna,None,
Candidate 3,HEAZLETT Bill,None,
Candidate 4,McCOY Steve,None,
NSW Local Government 2016 Walcha Council - D Ward,
