4,2,
47,1,
18,1,2,
7,1,2,3,4,
8,1,2,4,3,
7,1,3,
4,1,3,2,4,
4,1,3,4,
8,1,3,4,2,
12,1,4,
5,1,4,2,3,
21,1,4,3,2,
16,2,
17,2,1,
1,2,1,3,
15,2,1,3,4,
14,2,1,4,3,
5,2,3,
1,2,3,1,
4,2,3,1,4,
3,2,3,4,1,
11,2,4,
9,2,4,1,3,
2,2,4,3,
16,2,4,3,1,
52,3,
11,3,1,
6,3,1,2,4,
19,3,1,4,2,
5,3,2,
7,3,2,1,4,
1,3,2,4,1,
64,3,4,
8,3,4,1,
97,3,4,1,2,
20,3,4,2,1,
32,4,
4,4,1,
8,4,1,2,3,
13,4,1,3,2,
1,4,2,1,3,
7,4,2,3,1,
20,4,3,
46,4,3,1,2,
14,4,3,2,1,
Candidate 1,CARTER Dave,UG,
Candidate 2,SHIELDS Raymond,UG,
Candidate 3,FRANKEL Max,UG,
Candidate 4,RIDLEY John,UG,
NSW Local Government 2012 Lachlan Shire Council - D Ward,
