4,3,
2,1,2,
5,1,2,3,
6,1,2,3,4,
1,1,2,4,
3,1,2,4,3,
1,1,3,
1,1,3,2,4,
2,1,3,4,2,
4,1,4,
1,1,4,2,
3,1,4,2,3,
1,1,4,3,
5,1,4,3,2,
6,2,1,
4,2,1,3,
5,2,1,3,4,
1,2,1,4,
34,2,3,
12,2,3,1,
10,2,3,1,4,
16,2,3,4,
22,2,3,4,1,
32,2,4,
2,2,4,1,
8,2,4,1,3,
7,2,4,3,
19,2,4,3,1,
2,3,1,
6,3,1,2,4,
1,3,1,4,2,
20,3,2,
4,3,2,1,
11,3,2,1,4,
7,3,2,4,
23,3,2,4,1,
20,3,4,
4,3,4,1,
9,3,4,1,2,
4,3,4,2,
24,3,4,2,1,
22,4,1,
3,4,1,2,
8,4,1,2,3,
3,4,1,3,
10,4,1,3,2,
55,4,2,
15,4,2,1,
20,4,2,1,3,
16,4,2,3,
43,4,2,3,1,
42,4,3,
7,4,3,1,
23,4,3,1,2,
17,4,3,2,
31,4,3,2,1,
Candidate 1,WEBB-WAGG Charles,None,
Candidate 2,DRISCOLL Gail,None,
Candidate 3,MARSTON Ian,None,
Candidate 4,RUSHBY Bobby,None,
NSW Local Government 2024 Lockhart - C Ward,
