4,3,
1,1,
32,1,2,
11,1,2,3,
23,1,2,3,4,
5,1,2,4,
16,1,2,4,3,
26,1,3,
3,1,3,2,
25,1,3,2,4,
7,1,3,4,
15,1,3,4,2,
24,1,4,
2,1,4,2,
8,1,4,2,3,
1,1,4,3,
9,1,4,3,2,
19,2,1,
1,2,1,3,
17,2,1,3,4,
1,2,1,4,
9,2,1,4,3,
5,2,3,
3,2,3,1,
2,2,3,1,4,
1,2,3,4,
2,2,3,4,1,
3,2,4,
1,2,4,1,
2,2,4,1,3,
2,2,4,3,1,
40,3,1,
7,3,1,2,
35,3,1,2,4,
5,3,1,4,
20,3,1,4,2,
20,3,2,
7,3,2,1,
22,3,2,1,4,
6,3,2,4,1,
27,3,4,
9,3,4,1,
19,3,4,1,2,
6,3,4,2,
19,3,4,2,1,
20,4,1,
4,4,1,2,3,
1,4,1,3,
7,4,1,3,2,
13,4,2,
2,4,2,1,
3,4,2,1,3,
1,4,2,3,
5,4,2,3,1,
20,4,3,
4,4,3,1,
11,4,3,1,2,
2,4,3,2,
4,4,3,2,1,
Candidate 1,HUNTER Jane,None,
Candidate 2,SALTER Barbara,None,
Candidate 3,SHARP Peter,None,
Candidate 4,WALKER James,None,
NSW Local Government 2021 Lockhart - B Ward,
