4,2
17231,1
28951,1,2
44,1,2,3
1643,1,2,4
46,1,3
18,1,3,2
2,1,3,4
188,1,4
40,1,4,2
7031,2
10786,2,1
37,2,1,3
704,2,1,4
492,2,3
71,2,3,1
25,2,3,4
138,2,4
27,2,4,1
1,2,4,3
574,3
60,3,1
92,3,1,2
2,3,1,4
618,3,2
147,3,2,1
25,3,2,4
16,3,4
5,3,4,2
540,4
17,4,1
65,4,1,2
22,4,2
27,4,2,1
1,4,2,3
8,4,3
Candidate 1,Carol Becker,None
Candidate 2,David B. Wheeler,None
Candidate 3,John Edwards,None
Candidate 4,writein,None
Unknown Ward
