5,2
23165,1
4254,1,2
2229,1,2,3
914,1,2,4
65,1,2,5
2609,1,3
2389,1,3,2
1716,1,3,4
35,1,3,5
1445,1,4
1306,1,4,2
2250,1,4,3
76,1,4,5
206,1,5
3,1,5,2
6,1,5,3
4,1,5,4
4860,2
2518,2,1
2140,2,1,3
643,2,1,4
34,2,1,5
3336,2,3
5358,2,3,1
1042,2,3,4
77,2,3,5
131,2,4
231,2,4,1
368,2,4,3
7,2,4,5
37,2,5
3,2,5,1
1,2,5,3
9309,3
1731,3,1
2013,3,1,2
1441,3,1,4
36,3,1,5
3179,3,2
3318,3,2,1
2361,3,2,4
84,3,2,5
301,3,4
881,3,4,1
847,3,4,2
6,3,4,5
81,3,5
1,3,5,1
5,3,5,2
3,3,5,4
2262,4
470,4,1
530,4,1,2
607,4,1,3
24,4,1,5
125,4,2
279,4,2,1
311,4,2,3
5,4,2,5
223,4,3
428,4,3,1
517,4,3,2
6,4,3,5
27,4,5
1,4,5,2
679,5
12,5,1
7,5,1,2
6,5,1,3
10,5,1,4
3,5,2
4,5,2,1
5,5,2,3
1,5,2,4
5,5,3
12,5,3,2
2,5,3,4
5,5,4
2,5,4,1
1,5,4,2
1,5,4,3
Candidate 1,Steve Brandt,None
Candidate 2,Pine Salica,None
Candidate 3,"Samantha ""Sam"" Pree-Stinson",None
Candidate 4,Kevin Nikiforakis,None
Candidate 5,writein,None
Unknown Ward
