4,2
12137,1
1671,1,2
3677,1,2,3
36,1,2,4
4916,1,3
4829,1,3,2
74,1,3,4
93,1,4
6,1,4,2
6,1,4,3
9180,2
1673,2,1
4047,2,1,3
24,2,1,4
19865,2,3
7577,2,3,1
379,2,3,4
71,2,4
7,2,4,1
6,2,4,3
10650,3
5177,3,1
5718,3,1,2
76,3,1,4
8196,3,2
5893,3,2,1
137,3,2,4
54,3,4
6,3,4,1
4,3,4,2
432,4
11,4,1
5,4,1,2
9,4,1,3
8,4,2
2,4,2,1
3,4,2,3
9,4,3
8,4,3,1
10,4,3,2
Candidate 1,Bob Fine,None
Candidate 2,Eric Harris Bernstein,None
Candidate 3,Steve Brandt,None
Candidate 4,UWI,None
Unknown Ward
