7,2
203,1
3,1,2
2,1,2,4
2,1,2,5
1,1,2,6
2,1,2,7
1,1,3
2,1,3,2
2,1,4,6
1,1,5
1,1,6
1,1,6,2
1,1,6,5
1,1,6,7
1,1,7
1,1,7,2
1,1,7,5
7952,2
40,2,1
1,2,1,3
2,2,1,4
1,2,1,6
2,2,1,7
104,2,3
2,2,3,1
73,2,3,4
71,2,3,5
172,2,3,6
93,2,3,7
1110,2,4
14,2,4,1
144,2,4,3
179,2,4,5
524,2,4,6
549,2,4,7
257,2,5
6,2,5,1
100,2,5,3
193,2,5,4
259,2,5,6
136,2,5,7
1257,2,6
12,2,6,1
173,2,6,3
587,2,6,4
487,2,6,5
626,2,6,7
598,2,7
11,2,7,1
99,2,7,3
305,2,7,4
132,2,7,5
456,2,7,6
367,3
32,3,2
1,3,2,1
23,3,2,4
14,3,2,5
35,3,2,6
44,3,2,7
18,3,4
3,3,4,1
21,3,4,2
13,3,4,5
10,3,4,6
14,3,4,7
30,3,5
1,3,5,1
18,3,5,2
18,3,5,4
22,3,5,6
21,3,5,7
29,3,6
1,3,6,1
33,3,6,2
15,3,6,4
41,3,6,5
29,3,6,7
21,3,7
2,3,7,1
41,3,7,2
24,3,7,4
15,3,7,5
19,3,7,6
844,4
4,4,1
339,4,2
7,4,2,1
79,4,2,3
74,4,2,5
184,4,2,6
131,4,2,7
14,4,3
33,4,3,2
30,4,3,5
24,4,3,6
13,4,3,7
21,4,5
36,4,5,2
22,4,5,3
20,4,5,6
16,4,5,7
70,4,6
2,4,6,1
95,4,6,2
17,4,6,3
39,4,6,5
49,4,6,7
35,4,7
1,4,7,1
58,4,7,2
12,4,7,3
21,4,7,5
33,4,7,6
1505,5
12,5,1
2,5,1,6
1,5,1,7
124,5,2
2,5,2,1
32,5,2,3
54,5,2,4
101,5,2,6
65,5,2,7
53,5,3
2,5,3,1
28,5,3,2
24,5,3,4
28,5,3,6
24,5,3,7
38,5,4
1,5,4,1
46,5,4,2
25,5,4,3
25,5,4,6
9,5,4,7
175,5,6
3,5,6,1
84,5,6,2
41,5,6,3
25,5,6,4
43,5,6,7
59,5,7
43,5,7,2
22,5,7,3
52,5,7,4
30,5,7,6
2112,6
11,6,1
1,6,1,2
824,6,2
12,6,2,1
94,6,2,3
281,6,2,4
202,6,2,5
350,6,2,7
33,6,3
37,6,3,2
26,6,3,4
33,6,3,5
35,6,3,7
73,6,4
2,6,4,1
129,6,4,2
24,6,4,3
48,6,4,5
54,6,4,7
736,6,5
3,6,5,1
229,6,5,2
37,6,5,3
53,6,5,4
129,6,5,7
147,6,7
1,6,7,1
196,6,7,2
63,6,7,3
65,6,7,4
67,6,7,5
1259,7
9,7,1
2,7,1,2
1,7,1,6
339,7,2
2,7,2,1
63,7,2,3
118,7,2,4
75,7,2,5
263,7,2,6
23,7,3
19,7,3,2
14,7,3,4
15,7,3,5
24,7,3,6
45,7,4
2,7,4,1
94,7,4,2
28,7,4,3
20,7,4,5
37,7,4,6
25,7,5
31,7,5,2
17,7,5,3
13,7,5,4
44,7,5,6
99,7,6
136,7,6,2
36,7,6,3
48,7,6,4
49,7,6,5
Candidate 1,writein,None
Candidate 2,Carol Becker,None
Candidate 3,James Elliot Swartwood,None
Candidate 4,DeWayne Townsend,None
Candidate 5,R. Michael Martens,None
Candidate 6,David Wheeler,None
Candidate 7,Phil Willkie,None
Unknown Ward
