5,2,
59,1,
8,1,2,
1,1,2,3,
9,1,2,3,4,5,
3,1,2,4,3,5,
1,1,2,4,5,3,
1,1,2,5,
2,1,2,5,3,4,
2,1,2,5,4,3,
4,1,3,
2,1,3,2,
8,1,3,2,4,5,
1,1,3,2,5,
1,1,3,2,5,4,
3,1,3,4,2,5,
1,1,3,5,2,
2,1,3,5,2,4,
1,1,4,
2,1,4,2,3,5,
1,1,4,2,5,3,
1,1,4,3,
3,1,4,3,2,5,
1,1,4,5,2,3,
2,1,4,5,3,2,
31,1,5,
13,1,5,2,3,4,
2,1,5,2,4,3,
9,1,5,3,2,4,
1,1,5,3,4,2,
8,1,5,4,2,3,
5,1,5,4,3,2,
79,2,
5,2,1,
1,2,1,3,
1,2,1,3,4,
13,2,1,3,4,5,
1,2,1,3,5,4,
3,2,1,4,3,5,
1,2,1,5,
1,2,1,5,3,4,
1,2,1,5,4,3,
50,2,3,
39,2,3,1,
24,2,3,1,4,5,
6,2,3,1,5,4,
2,2,3,4,
9,2,3,4,1,5,
6,2,3,4,5,1,
1,2,3,5,1,4,
2,2,3,5,4,1,
1,2,4,
2,2,4,1,
1,2,4,3,5,1,
1,2,4,5,3,1,
1,2,5,
1,2,5,1,3,4,
1,2,5,3,1,4,
1,2,5,4,1,3,
67,3,
10,3,1,
1,3,1,2,
6,3,1,2,4,5,
1,3,1,2,5,4,
1,3,1,4,5,2,
1,3,1,5,4,2,
42,3,2,
4,3,2,1,
20,3,2,1,4,5,
3,3,2,1,5,4,
4,3,2,4,
14,3,2,4,1,5,
3,3,2,4,5,1,
1,3,2,5,
3,3,2,5,1,4,
4,3,2,5,4,1,
3,3,4,
1,3,4,1,2,5,
1,3,4,1,5,2,
4,3,4,2,1,5,
1,3,5,
1,3,5,2,
1,3,5,2,1,4,
1,3,5,4,2,1,
11,4,
1,4,1,
2,4,1,2,3,5,
4,4,1,3,2,5,
1,4,1,3,5,2,
1,4,1,5,2,3,
1,4,2,3,5,1,
1,4,2,5,1,3,
1,4,2,5,3,1,
2,4,3,2,1,5,
4,4,3,2,5,1,
1,4,5,1,2,3,
9,5,
25,5,1,
6,5,1,2,3,4,
1,5,1,2,4,3,
1,5,1,3,2,
5,5,1,3,2,4,
3,5,1,3,4,2,
5,5,1,4,2,3,
7,5,1,4,3,2,
5,5,2,
1,5,2,1,3,4,
3,5,2,3,4,1,
3,5,3,
1,5,3,2,1,4,
1,5,3,4,1,2,
2,5,4,3,2,1,
Candidate 1,MAXWELL Blair,UG,
Candidate 2,PETERS Tom,UG,
Candidate 3,MACNISH John,UG,
Candidate 4,LAVENDER Clifford,UG,
Candidate 5,FOAN Graham,UG,
NSW Local Government 2012 Tenterfield Shire Council - B Ward,
