5,3,
36,1,2,
4,1,2,3,
1,1,2,3,4,
24,1,2,3,4,5,
5,1,2,3,5,4,
4,1,2,4,
1,1,2,4,3,
8,1,2,4,3,5,
1,1,2,4,5,
5,1,2,4,5,3,
3,1,2,5,
3,1,2,5,3,4,
1,1,2,5,4,
5,1,2,5,4,3,
35,1,3,
1,1,3,2,
9,1,3,2,4,5,
1,1,3,2,5,4,
2,1,3,4,
2,1,3,4,2,
11,1,3,4,2,5,
9,1,3,4,5,2,
5,1,3,5,2,4,
1,1,3,5,4,
5,1,3,5,4,2,
40,1,4,
4,1,4,2,
8,1,4,2,3,5,
2,1,4,2,5,3,
3,1,4,3,
5,1,4,3,2,5,
2,1,4,3,5,
6,1,4,3,5,2,
8,1,4,5,
4,1,4,5,2,3,
1,1,4,5,3,
4,1,4,5,3,2,
63,1,5,
3,1,5,2,
14,1,5,2,3,4,
1,1,5,2,4,
4,1,5,2,4,3,
5,1,5,3,
6,1,5,3,2,4,
1,1,5,3,4,
9,1,5,3,4,2,
6,1,5,4,
7,1,5,4,2,3,
1,1,5,4,3,
13,1,5,4,3,2,
32,2,1,
1,2,1,3,
18,2,1,3,4,5,
5,2,1,3,5,4,
4,2,1,4,
6,2,1,4,3,5,
4,2,1,5,
3,2,1,5,3,4,
9,2,1,5,4,3,
32,2,3,
2,2,3,1,
9,2,3,1,4,5,
5,2,3,1,5,4,
5,2,3,4,
4,2,3,4,1,
6,2,3,4,1,5,
2,2,3,4,5,
13,2,3,4,5,1,
8,2,3,5,
2,2,3,5,1,
6,2,3,5,1,4,
96,2,3,5,4,
33,2,3,5,4,1,
22,2,4,
3,2,4,1,
1,2,4,1,3,5,
3,2,4,1,5,3,
6,2,4,3,
1,2,4,3,1,
4,2,4,3,1,5,
1,2,4,3,5,
5,2,4,3,5,1,
2,2,4,5,
1,2,4,5,1,
1,2,4,5,1,3,
1,2,4,5,3,
3,2,4,5,3,1,
34,2,5,
3,2,5,1,
7,2,5,1,3,4,
4,2,5,1,4,3,
2,2,5,3,
3,2,5,3,1,4,
4,2,5,3,4,
9,2,5,3,4,1,
2,2,5,4,
9,2,5,4,1,3,
3,2,5,4,3,
7,2,5,4,3,1,
16,3,1,
1,3,1,2,
1,3,1,2,4,
7,3,1,2,4,5,
1,3,1,2,5,4,
1,3,1,4,
1,3,1,4,2,5,
1,3,1,5,
4,3,1,5,2,4,
1,3,1,5,4,
2,3,1,5,4,2,
24,3,2,
2,3,2,1,4,5,
6,3,2,4,1,5,
1,3,2,4,5,
5,3,2,4,5,1,
2,3,2,5,
3,3,2,5,1,4,
4,3,2,5,4,1,
9,3,4,
1,3,4,1,
2,3,4,1,2,5,
4,3,4,1,5,2,
3,3,4,2,
3,3,4,2,1,5,
1,3,4,2,5,
2,3,4,2,5,1,
2,3,4,5,
1,3,4,5,1,2,
5,3,4,5,2,1,
22,3,5,
2,3,5,1,
4,3,5,1,2,4,
2,3,5,1,4,2,
1,3,5,2,1,4,
5,3,5,2,4,1,
3,3,5,4,
1,3,5,4,1,2,
6,3,5,4,2,1,
22,4,1,
4,4,1,2,
6,4,1,2,3,5,
1,4,1,2,5,
3,4,1,2,5,3,
3,4,1,3,2,5,
3,4,1,3,5,2,
1,4,1,5,
4,4,1,5,2,3,
4,4,1,5,3,2,
9,4,2,
2,4,2,1,
4,4,2,1,3,5,
3,4,2,3,
1,4,2,3,1,
3,4,2,3,5,1,
2,4,2,5,1,3,
1,4,2,5,3,
1,4,2,5,3,1,
9,4,3,
4,4,3,1,2,5,
1,4,3,1,5,
3,4,3,2,
2,4,3,2,1,5,
1,4,3,2,5,1,
2,4,3,5,
1,4,3,5,1,2,
1,4,3,5,2,
20,4,5,
2,4,5,1,
6,4,5,1,2,3,
3,4,5,1,3,2,
3,4,5,2,1,3,
2,4,5,2,3,1,
4,4,5,3,
5,4,5,3,1,2,
6,4,5,3,2,1,
65,5,1,
3,5,1,2,
12,5,1,2,3,4,
3,5,1,2,4,
6,5,1,2,4,3,
6,5,1,3,
1,5,1,3,2,
8,5,1,3,2,4,
1,5,1,3,4,
13,5,1,3,4,2,
12,5,1,4,
12,5,1,4,2,3,
1,5,1,4,3,
20,5,1,4,3,2,
58,5,2,
2,5,2,1,
1,5,2,1,3,
8,5,2,1,3,4,
8,5,2,1,4,3,
7,5,2,3,
1,5,2,3,1,
4,5,2,3,1,4,
60,5,2,3,4,
24,5,2,3,4,1,
9,5,2,4,
5,5,2,4,1,3,
1,5,2,4,3,
7,5,2,4,3,1,
105,5,3,
6,5,3,1,
15,5,3,1,2,4,
1,5,3,1,4,
10,5,3,1,4,2,
6,5,3,2,
2,5,3,2,1,
12,5,3,2,1,4,
4,5,3,2,4,
15,5,3,2,4,1,
4,5,3,4,
3,5,3,4,1,
9,5,3,4,1,2,
7,5,3,4,2,
19,5,3,4,2,1,
40,5,4,
6,5,4,1,
8,5,4,1,2,3,
2,5,4,1,3,
9,5,4,1,3,2,
3,5,4,2,
9,5,4,2,1,3,
3,5,4,2,3,
6,5,4,2,3,1,
14,5,4,3,
1,5,4,3,1,
7,5,4,3,1,2,
2,5,4,3,2,
21,5,4,3,2,1,
Candidate 1,STEWART Kim,None,
Candidate 2,QUINN Tony,None,
Candidate 3,HERIOT Stuart,None,
Candidate 4,QUICK Bruce,None,
Candidate 5,WILTON Heather,None,
NSW Local Government 2016 Greater Hume Shire Council - East Ward,
