5,3,
4,1,
24,1,2,
8,1,2,3,
2,1,2,3,4,
38,1,2,3,4,5,
6,1,2,3,5,4,
7,1,2,4,
12,1,2,4,3,5,
10,1,2,4,5,3,
4,1,2,5,
8,1,2,5,3,4,
1,1,2,5,4,
10,1,2,5,4,3,
23,1,3,
2,1,3,2,
2,1,3,2,4,
9,1,3,2,4,5,
1,1,3,2,5,4,
2,1,3,4,
7,1,3,4,2,5,
1,1,3,4,5,
10,1,3,4,5,2,
8,1,3,5,
1,1,3,5,2,4,
14,1,3,5,4,2,
18,1,4,
10,1,4,2,
15,1,4,2,3,5,
8,1,4,2,5,3,
5,1,4,3,
1,1,4,3,2,
6,1,4,3,2,5,
17,1,4,3,5,2,
4,1,4,5,
5,1,4,5,2,3,
6,1,4,5,3,2,
43,1,5,
3,1,5,2,
7,1,5,2,3,4,
4,1,5,2,4,3,
6,1,5,3,
8,1,5,3,2,4,
121,1,5,3,4,2,
3,1,5,4,
3,1,5,4,2,3,
16,1,5,4,3,2,
1,2,
5,2,1,
3,2,1,3,
10,2,1,3,4,5,
3,2,1,3,5,4,
6,2,1,4,3,5,
2,2,1,4,5,3,
3,2,1,5,
2,2,1,5,3,4,
4,2,1,5,4,3,
12,2,3,
2,2,3,1,4,5,
2,2,3,1,5,4,
4,2,3,4,
4,2,3,4,1,5,
1,2,3,4,5,
12,2,3,4,5,1,
1,2,3,5,
4,2,3,5,4,1,
24,2,4,
1,2,4,1,
6,2,4,1,3,5,
4,2,4,1,5,3,
3,2,4,3,
3,2,4,3,1,5,
1,2,4,3,5,
5,2,4,3,5,1,
7,2,4,5,
5,2,4,5,1,3,
71,2,4,5,3,1,
15,2,5,
3,2,5,1,
1,2,5,3,
1,2,5,3,1,4,
3,2,5,3,4,1,
4,2,5,4,
3,2,5,4,1,3,
16,2,5,4,3,1,
8,3,1,
3,3,1,2,
5,3,1,2,4,5,
3,3,1,2,5,4,
4,3,1,4,
3,3,1,4,2,5,
6,3,1,4,5,2,
2,3,1,5,
5,3,1,5,2,4,
4,3,1,5,4,2,
8,3,2,
2,3,2,1,
5,3,2,1,4,5,
1,3,2,1,5,4,
1,3,2,4,
1,3,2,4,1,5,
10,3,2,4,5,1,
3,3,2,5,4,1,
50,3,4,
7,3,4,1,
6,3,4,1,2,5,
2,3,4,1,5,2,
9,3,4,2,
2,3,4,2,1,5,
5,3,4,2,5,1,
82,3,4,5,
20,3,4,5,1,2,
28,3,4,5,2,1,
18,3,5,
2,3,5,1,
9,3,5,1,2,4,
2,3,5,1,4,2,
2,3,5,2,
1,3,5,2,1,4,
5,3,5,2,4,1,
9,3,5,4,
4,3,5,4,1,2,
1,3,5,4,2,
12,3,5,4,2,1,
30,4,1,
3,4,1,2,
11,4,1,2,3,5,
3,4,1,2,5,3,
6,4,1,3,
1,4,1,3,2,
6,4,1,3,2,5,
8,4,1,3,5,2,
4,4,1,5,
6,4,1,5,2,3,
14,4,1,5,3,2,
20,4,2,
6,4,2,1,
4,4,2,1,3,5,
2,4,2,1,5,
7,4,2,1,5,3,
4,4,2,3,
7,4,2,3,1,5,
1,4,2,3,5,
15,4,2,3,5,1,
4,4,2,5,
6,4,2,5,1,3,
12,4,2,5,3,1,
184,4,3,
7,4,3,1,
15,4,3,1,2,5,
18,4,3,1,5,2,
9,4,3,2,
16,4,3,2,1,5,
43,4,3,2,5,1,
31,4,3,5,
42,4,3,5,1,2,
74,4,3,5,2,1,
33,4,5,
2,4,5,1,
5,4,5,1,2,3,
6,4,5,1,3,2,
5,4,5,2,
6,4,5,2,1,3,
13,4,5,2,3,1,
19,4,5,3,
10,4,5,3,1,2,
18,4,5,3,2,1,
19,5,1,
1,5,1,2,
7,5,1,2,3,4,
6,5,1,2,4,3,
1,5,1,3,
5,5,1,3,2,4,
34,5,1,3,4,2,
1,5,1,4,2,3,
8,5,1,4,3,2,
10,5,2,
2,5,2,1,
2,5,2,1,3,4,
1,5,2,1,4,3,
1,5,2,3,
2,5,2,3,1,4,
4,5,2,3,4,1,
1,5,2,4,
4,5,2,4,1,3,
3,5,2,4,3,1,
13,5,3,
2,5,3,1,2,4,
1,5,3,1,4,2,
1,5,3,2,
1,5,3,2,1,4,
5,5,3,2,4,1,
3,5,3,4,
3,5,3,4,1,2,
1,5,3,4,2,
17,5,3,4,2,1,
15,5,4,
1,5,4,1,
4,5,4,1,2,3,
2,5,4,1,3,2,
2,5,4,2,
4,5,4,2,1,3,
1,5,4,2,3,
9,5,4,2,3,1,
4,5,4,3,
9,5,4,3,1,2,
1,5,4,3,2,
27,5,4,3,2,1,
Candidate 1,WEYRICH Thomas,None,
Candidate 2,POCKLINGTON John,None,
Candidate 3,AQUINO Tony,None,
Candidate 4,WISE Geoff,None,
Candidate 5,STENHOUSE Nicole,None,
NSW Local Government 2017 Murray River - Greater Murray Ward,
