5,2,
362,1,
3217,1,2,
2,1,2,3,
1,1,2,3,4,
402,1,2,3,4,5,
1,1,2,4,3,5,
4,1,2,4,5,3,
1,1,2,5,3,4,
5,1,2,5,4,3,
37,1,3,
2,1,3,2,
5,1,3,2,4,5,
1,1,3,2,5,4,
1,1,3,4,
2,1,3,4,2,5,
4,1,3,4,5,2,
2,1,3,5,2,4,
1,1,3,5,4,2,
5,1,4,
1,1,4,2,3,5,
3,1,5,
1,1,5,3,4,2,
1,1,5,4,2,3,
99,2,
60,2,1,
1,2,1,3,
2,2,1,3,4,5,
2,2,1,3,5,4,
2,2,1,4,5,3,
1,2,1,5,
6,2,3,
1,2,3,1,
1,2,3,1,5,4,
1,2,3,4,1,
1,2,3,4,1,5,
2,2,3,4,5,1,
4,2,4,
1,2,4,5,
4,2,5,
1,2,5,4,1,3,
1623,3,
49,3,1,
4,3,1,2,
11,3,1,2,4,5,
1,3,1,2,5,
2,3,1,2,5,4,
1,3,1,4,
6,3,1,4,2,5,
3,3,1,4,5,2,
2,3,1,5,2,4,
17,3,2,
4,3,2,1,
7,3,2,1,4,5,
2,3,2,1,5,4,
1,3,2,4,1,5,
1,3,2,4,5,
2,3,2,4,5,1,
2,3,2,5,1,4,
1,3,2,5,4,1,
116,3,4,
4,3,4,1,2,5,
1,3,4,1,5,2,
2,3,4,2,
1,3,4,2,1,5,
1,3,4,2,5,1,
4200,3,4,5,
439,3,4,5,1,2,
17,3,4,5,2,1,
60,3,5,
1,3,5,1,4,2,
1,3,5,2,4,1,
94,3,5,4,
9,3,5,4,1,2,
7,3,5,4,2,1,
76,4,
1,4,1,
2,4,1,2,3,5,
1,4,1,3,2,
1,4,2,
1,4,2,5,3,1,
7,4,3,
19,4,3,5,
2,4,3,5,1,2,
16,4,5,
2,4,5,2,1,3,
18,4,5,3,
1,4,5,3,2,1,
50,5,
1,5,1,
2,5,1,3,4,2,
1,5,1,4,2,3,
1,5,2,
1,5,2,1,
1,5,2,4,1,3,
10,5,3,
1,5,3,2,
6,5,3,4,
1,5,3,4,1,2,
8,5,4,
1,5,4,2,
3,5,4,2,1,3,
1,5,4,2,3,1,
24,5,4,3,
1,5,4,3,1,2,
6,5,4,3,2,1,
Candidate 1,STEFANOVSKI Lou,LABOR,
Candidate 2,CUMMINS Hetty,LABOR,
Candidate 3,HOMER Chris,B,
Candidate 4,RIDDING Craig,B,
Candidate 5,GOW Colin,B,
NSW Local Government 2024 City of Shellharbour - Ward C,
