3,2,
29,1,
16,1,2,
46,1,2,3,
42,1,3,
97,1,3,2,
20,2,
6,2,1,
44,2,1,3,
4,2,3,
28,2,3,1,
29,3,
21,3,1,
47,3,1,2,
13,3,2,
32,3,2,1,
Candidate 1,KEALEY Jennifer,None,
Candidate 2,LEVINGSTON Lloyd,None,
Candidate 3,KERMODE Scott,None,
NSW Local Government 2016 Walcha Council - C Ward,
