3,2,
36,1,
5,1,2,
55,1,2,3,
18,1,3,2,
65,2,
2,2,1,
38,2,1,3,
24,2,3,
75,2,3,1,
52,3,
1,3,1,
17,3,1,2,
19,3,2,
197,3,2,1,
Candidate 1,LEVY Elizabeth,None,
Candidate 2,RIDLEY John,None,
Candidate 3,FRANKEL Max,None,
NSW Local Government 2016 Lachlan Shire Council - D Ward,
