3,2,
48,1,
19,1,2,
117,1,2,3,
2,1,3,
31,1,3,2,
97,2,
21,2,1,
120,2,1,3,
6,2,3,
39,2,3,1,
71,3,
7,3,1,
58,3,1,2,
9,3,2,
76,3,2,1,
Candidate 1,BLEWITT Melissa,None,
Candidate 2,REES Melissa,None,
Candidate 3,SAUNDERS Les,None,
NSW Local Government 2016 Lachlan Shire Council - B Ward,
