3,1,
11862,1,
659,1,2,
2798,1,2,3,
278,1,3,
1209,1,3,2,
13825,2,
647,2,1,
2658,2,1,3,
392,2,3,
2084,2,3,1,
1653,3,
191,3,1,
627,3,1,2,
157,3,2,
689,3,2,1,
Candidate 1,SUVAAL Jay,None,
Candidate 2,WATTON Daniel,None,
Candidate 3,NAIRN Llynda,None,
NSW Local Government 2024 City of Cessnock Mayoral,
