20,9,
1,1,
1629,1,2,3,4,5,
1,1,2,3,4,5,6,
1,1,2,3,4,5,6,7,8,9,
50,1,2,3,4,5,6,7,8,9,10,
186,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,
1,1,2,3,4,5,6,7,8,9,10,20,
1,1,2,3,4,5,8,10,6,9,
1,1,2,3,4,5,10,9,8,7,6,20,12,13,14,15,16,17,19,18,11,
37,1,2,3,4,5,11,12,13,14,15,16,17,18,19,
129,1,2,3,4,5,11,12,13,14,15,16,17,18,19,6,7,8,9,10,
6,1,2,3,4,5,20,
1,1,2,3,4,5,20,6,7,8,9,10,
1,1,2,3,4,5,20,6,8,9,10,
1,1,2,3,4,5,20,6,10,9,
1,1,2,3,4,5,20,6,12,9,
1,1,2,3,4,5,20,9,10,19,17,16,15,12,8,7,6,14,13,18,11,
1,1,2,3,4,10,
1,1,2,3,4,20,5,
1,1,2,3,5,10,
1,1,2,3,5,20,12,
1,1,2,3,8,13,16,
1,1,2,3,13,6,4,5,
6,1,2,4,3,5,
4,1,2,4,5,3,
1,1,2,4,8,13,12,20,15,6,
2,1,2,5,3,4,
2,1,2,5,4,3,
1,1,2,6,7,18,12,
1,1,2,6,8,9,20,
1,1,2,6,11,4,10,13,20,9,
1,1,2,6,12,11,
1,1,2,6,12,20,
1,1,2,6,14,12,20,
1,1,2,7,8,10,
1,1,2,7,15,5,
1,1,2,9,8,13,
1,1,2,11,13,3,8,
1,1,2,11,13,14,
1,1,2,20,3,4,5,
1,1,3,
1,1,3,2,4,
9,1,3,2,4,5,
1,1,3,2,4,5,6,10,8,9,
1,1,3,2,4,5,10,
2,1,3,2,5,4,
1,1,3,2,5,4,14,
1,1,3,2,5,10,
1,1,3,2,6,8,12,13,20,10,
1,1,3,2,8,20,4,5,
2,1,3,4,2,5,
2,1,3,4,5,2,
1,1,3,4,5,12,
2,1,3,5,2,4,
3,1,3,5,4,2,
1,1,3,5,7,10,
1,1,3,5,12,11,9,10,8,4,2,15,19,20,17,14,6,16,13,7,18,
1,1,3,6,8,9,11,12,16,17,18,19,20,
1,1,3,7,2,4,5,
1,1,3,11,20,4,7,12,6,14,16,
4,1,4,2,3,5,
1,1,4,2,5,3,
1,1,4,2,5,6,10,12,13,20,3,7,8,9,11,14,15,16,17,18,19,
2,1,4,3,2,5,
1,1,4,3,5,2,
1,1,4,3,12,13,20,2,5,6,8,
1,1,4,5,3,2,
1,1,4,5,3,2,20,9,8,7,10,6,17,18,19,14,15,16,13,12,11,
1,1,4,5,20,2,3,8,10,9,
1,1,4,6,10,2,
1,1,4,9,11,17,13,
1,1,4,10,12,2,
1,1,4,11,12,17,
1,1,5,2,3,4,
1,1,5,3,4,20,2,
1,1,5,4,2,3,
1,1,5,4,3,2,
1,1,5,4,6,11,
1,1,5,10,16,20,
1,1,5,10,17,7,3,
1,1,6,2,3,4,
1,1,6,2,3,4,5,
1,1,6,2,7,
1,1,6,2,8,9,
1,1,6,2,20,10,
2,1,6,2,20,12,
1,1,6,3,9,11,13,
